REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,ECO,ECO_LABEL,OCU,OCU_LABEL,TIME_PERIOD,VALUE
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_2,2. Professionals,2024,35.21
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_3,3. Technicians and associate professionals,2024,35.65
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_4,4. Clerical support workers,2024,30.48
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_5,5. Service and sales workers,2024,30.35
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,36.83
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.02
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.62
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_IND,Industry,OCU_ISCO08_9,9. Elementary occupations,2024,33.86
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_TOTAL,Total,2024,31.56
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_1,1. Managers,2024,37.1
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_2,2. Professionals,2024,32.4
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_3,3. Technicians and associate professionals,2024,31.92
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_4,4. Clerical support workers,2024,30.35
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_5,5. Service and sales workers,2024,29.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,32.78
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_7,7. Craft and related trades workers,2024,35.17
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.9
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_9,9. Elementary occupations,2024,27.75
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_SECTOR_SER,Services,OCU_ISCO08_0,0. Armed forces occupations,2024,48.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_TOTAL,Total,2024,32.58
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,33.47
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L2,Skill level 2 ~ medium,2024,32.26
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L1,Skill level 1 ~ low,2024,29.59
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_X,Not elsewhere classified,2024,48.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_TOTAL,Total,2024,33.47
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,35.83
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L2,Skill level 2 ~ medium,2024,33.68
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L1,Skill level 1 ~ low,2024,27.6
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_TOTAL,Total,2024,34.81
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,35.59
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L2,Skill level 2 ~ medium,2024,34.5
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L1,Skill level 1 ~ low,2024,33.17
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_SKILL_TOTAL,Total,2024,35.94
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,36.78
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L2,Skill level 2 ~ medium,2024,35.46
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L1,Skill level 1 ~ low,2024,36.69
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_TOTAL,Total,2024,35.33
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,36.54
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Skill level 2 ~ medium,2024,35.25
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Skill level 1 ~ low,2024,31.0
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_TOTAL,Total,2024,32.1
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,33.8
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Skill level 2 ~ medium,2024,31.52
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Skill level 1 ~ low,2024,28.41
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_TOTAL,Total,2024,30.75
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,31.71
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Skill level 2 ~ medium,2024,29.61
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Skill level 1 ~ low,2024,26.32
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_X,Not elsewhere classified,2024,50.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_TOTAL,Total,2024,32.58
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_1,1. Managers,2024,37.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_2,2. Professionals,2024,32.79
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_3,3. Technicians and associate professionals,2024,33.1
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_4,4. Clerical support workers,2024,30.32
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_5,5. Service and sales workers,2024,29.49
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,34.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_7,7. Craft and related trades workers,2024,35.8
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.78
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_9,9. Elementary occupations,2024,29.59
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_0,0. Armed forces occupations,2024,48.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_TOTAL,Total,2024,33.47
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_1,1. Managers,2024,36.71
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_2,2. Professionals,2024,35.76
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_3,3. Technicians and associate professionals,2024,35.84
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_4,4. Clerical support workers,2024,22.58
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_5,5. Service and sales workers,2024,32.15
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,35.89
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_7,7. Craft and related trades workers,2024,34.92
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,39.17
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_9,9. Elementary occupations,2024,27.6
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_TOTAL,Total,2024,34.81
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_1,1. Managers,2024,37.8
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_2,2. Professionals,2024,35.21
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_3,3. Technicians and associate professionals,2024,35.07
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_4,4. Clerical support workers,2024,31.51
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_5,5. Service and sales workers,2024,29.99
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,37.55
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_7,7. Craft and related trades workers,2024,35.69
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,35.84
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_9,9. Elementary occupations,2024,33.17
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_TOTAL,Total,2024,35.94
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_1,1. Managers,2024,39.07
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_2,2. Professionals,2024,35.37
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_3,3. Technicians and associate professionals,2024,36.67
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_4,4. Clerical support workers,2024,28.26
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_5,5. Service and sales workers,2024,33.18
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.42
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,38.69
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_9,9. Elementary occupations,2024,36.69
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_TOTAL,Total,2024,35.33
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_1,1. Managers,2024,38.74
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_2,2. Professionals,2024,35.04
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_3,3. Technicians and associate professionals,2024,36.89
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_4,4. Clerical support workers,2024,30.28
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_5,5. Service and sales workers,2024,26.34
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_7,7. Craft and related trades workers,2024,35.98
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,38.81
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_9,9. Elementary occupations,2024,31.0
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_TOTAL,Total,2024,32.1
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_1,1. Managers,2024,37.27
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_2,2. Professionals,2024,33.84
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_3,3. Technicians and associate professionals,2024,32.4
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_4,4. Clerical support workers,2024,30.83
AUT,Austria,A,Annual,HOW_XEES_NB,Average weekly hours actually worked per employee,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_5,5. Service and sales workers,2024,29.55
