REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,ECO,ECO_LABEL,OCU,OCU_LABEL,TIME_PERIOD,VALUE
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_1,1. Managers,2024,39.28
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_2,2. Professionals,2024,32.97
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_3,3. Technicians and associate professionals,2024,33.53
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_4,4. Clerical support workers,2024,30.33
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_5,5. Service and sales workers,2024,30.82
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,41.58
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.6
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.74
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_9,9. Elementary occupations,2024,29.37
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_0,0. Armed forces occupations,2024,42.85
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_TOTAL,Total,2024,40.17
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_1,1. Managers,2024,25.8
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_2,2. Professionals,2024,35.71
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_3,3. Technicians and associate professionals,2024,38.64
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_4,4. Clerical support workers,2024,22.32
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_5,5. Service and sales workers,2024,29.83
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,42.3
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_7,7. Craft and related trades workers,2024,37.76
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,31.56
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_9,9. Elementary occupations,2024,27.48
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_TOTAL,Total,2024,35.6
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_1,1. Managers,2024,38.77
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_2,2. Professionals,2024,35.36
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_3,3. Technicians and associate professionals,2024,35.96
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_4,4. Clerical support workers,2024,30.41
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_5,5. Service and sales workers,2024,30.86
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,46.2
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.74
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.69
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_IND,Industry,OCU_ISCO08_9,9. Elementary occupations,2024,33.67
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_TOTAL,Total,2024,32.35
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_1,1. Managers,2024,39.5
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_2,2. Professionals,2024,32.65
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_3,3. Technicians and associate professionals,2024,32.51
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_4,4. Clerical support workers,2024,30.38
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_5,5. Service and sales workers,2024,30.83
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,36.88
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.2
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.88
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_9,9. Elementary occupations,2024,27.6
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_SECTOR_SER,Services,OCU_ISCO08_0,0. Armed forces occupations,2024,42.85
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_TOTAL,Total,2024,33.41
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,33.92
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L2,Skill level 2 ~ medium,2024,33.51
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L1,Skill level 1 ~ low,2024,29.37
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_X,Not elsewhere classified,2024,42.85
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_TOTAL,Total,2024,40.17
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,37.61
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L2,Skill level 2 ~ medium,2024,40.86
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L1,Skill level 1 ~ low,2024,27.48
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_TOTAL,Total,2024,35.08
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,35.76
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L2,Skill level 2 ~ medium,2024,34.94
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L1,Skill level 1 ~ low,2024,32.98
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_SKILL_TOTAL,Total,2024,36.71
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,37.61
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L2,Skill level 2 ~ medium,2024,36.34
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L1,Skill level 1 ~ low,2024,36.31
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_TOTAL,Total,2024,35.34
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,36.45
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Skill level 2 ~ medium,2024,35.38
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Skill level 1 ~ low,2024,31.12
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_TOTAL,Total,2024,33.16
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,35.04
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Skill level 2 ~ medium,2024,32.41
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Skill level 1 ~ low,2024,28.39
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_TOTAL,Total,2024,31.15
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,31.65
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Skill level 2 ~ medium,2024,30.72
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Skill level 1 ~ low,2024,25.84
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_X,Not elsewhere classified,2024,43.06
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_TOTAL,Total,2024,33.41
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_1,1. Managers,2024,39.28
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_2,2. Professionals,2024,32.97
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_3,3. Technicians and associate professionals,2024,33.53
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_4,4. Clerical support workers,2024,30.33
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_5,5. Service and sales workers,2024,30.82
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,41.58
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.6
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,36.74
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_9,9. Elementary occupations,2024,29.37
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_0,0. Armed forces occupations,2024,42.85
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_TOTAL,Total,2024,40.17
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_1,1. Managers,2024,25.8
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_2,2. Professionals,2024,35.71
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_3,3. Technicians and associate professionals,2024,38.64
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_4,4. Clerical support workers,2024,22.32
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_5,5. Service and sales workers,2024,29.83
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,42.3
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_7,7. Craft and related trades workers,2024,37.76
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,31.56
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_9,9. Elementary occupations,2024,27.48
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_TOTAL,Total,2024,35.08
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_1,1. Managers,2024,38.23
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_2,2. Professionals,2024,35.21
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_3,3. Technicians and associate professionals,2024,35.24
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_4,4. Clerical support workers,2024,31.54
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_5,5. Service and sales workers,2024,30.63
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,47.19
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_7,7. Craft and related trades workers,2024,36.09
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,35.95
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_9,9. Elementary occupations,2024,32.98
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_TOTAL,Total,2024,36.71
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_1,1. Managers,2024,40.56
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_2,2. Professionals,2024,36.42
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_3,3. Technicians and associate professionals,2024,37.26
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_4,4. Clerical support workers,2024,28.02
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_5,5. Service and sales workers,2024,32.82
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_7,7. Craft and related trades workers,2024,37.47
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,38.55
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_9,9. Elementary occupations,2024,36.31
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_TOTAL,Total,2024,35.34
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_1,1. Managers,2024,38.74
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_2,2. Professionals,2024,34.87
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_3,3. Technicians and associate professionals,2024,36.86
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_4,4. Clerical support workers,2024,30.08
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_5,5. Service and sales workers,2024,26.34
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_7,7. Craft and related trades workers,2024,36.56
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,38.9
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_9,9. Elementary occupations,2024,31.12
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_TOTAL,Total,2024,33.16
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_1,1. Managers,2024,40.12
AUT,Austria,A,Annual,HOW_TEMP_NB,Average weekly hours actually worked per employed person,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_2,2. Professionals,2024,34.77
