REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,SEX,SEX_LABEL,GEO,GEO_LABEL,TIME_PERIOD,VALUE
BEL,Belgium,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,6.183
BEL,Belgium,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,
BEL,Belgium,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,5.751
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,18.493
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,2.506
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,15.987
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,6.196
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,1.174
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,5.023
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,12.297
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,1.332
CHE,Switzerland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,10.965
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,202.768
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,26.281
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,176.487
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,108.82
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,13.255
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,95.564
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,93.949
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,13.026
DEU,Germany,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,80.923
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,115.037
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,24.308
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,90.729
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,37.354
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,10.242
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,27.112
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,77.683
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,14.066
ESP,Spain,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,63.617
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,140.276
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,14.482
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,125.794
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,69.309
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,7.467
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,61.842
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,70.967
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,7.014
FRA,France,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,63.952
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2019,9.42
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2019,
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2019,9.19
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2019,7.655
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2019,
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2019,7.655
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2019,
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2019,
GBR,United Kingdom of Great Britain and Northern Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2019,
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,125.939
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,16.912
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,109.026
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,42.377
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,5.261
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,37.116
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,83.562
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,11.651
ITA,Italy,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,71.911
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,12.843
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,12.038
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,7.567
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,7.274
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,5.276
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,
NLD,Netherlands,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,4.764
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,14.704
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,4.61
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,10.093
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,6.885
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,2.977
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,3.908
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,7.819
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,1.634
SWE,Sweden,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,6.186
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2023,
CZE,Czechia,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,8.413
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,2.899
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,5.514
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,4.339
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,1.278
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,3.06
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,4.075
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,1.621
DNK,Denmark,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,2.454
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,17.491
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,3.46
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,14.031
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,9.596
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,2.355
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,7.241
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,7.895
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,
FIN,Finland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,6.79
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,22.05
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,5.34
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,16.71
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,7.689
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,2.693
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,4.997
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,14.361
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,2.648
GRC,Greece,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,11.713
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,31.626
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,16.183
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,15.443
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,17.099
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,8.692
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,8.407
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,14.528
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,7.491
HUN,Hungary,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,7.037
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,16.062
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,7.596
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,8.466
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,7.904
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,3.522
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,4.382
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,8.158
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,4.074
IRL,Ireland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,4.084
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,8.892
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,2.152
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,6.739
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,5.964
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,1.907
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,4.057
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,2.928
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,
NOR,Norway,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,2.682
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2020,84.318
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2020,40.449
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2020,43.869
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2020,44.684
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2020,19.623
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2020,25.061
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2020,39.634
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2020,20.827
POL,Poland,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2020,18.808
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,15.754
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,5.147
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,10.607
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,7.024
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,2.394
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,4.63
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,8.73
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,2.753
PRT,Portugal,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,5.977
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,150.059
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,96.66
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_URB,Urban,2024,53.399
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_NAT,National,2024,56.761
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_RUR,Rural,2024,42.809
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_M,Male,GEO_COV_URB,Urban,2024,13.952
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_NAT,National,2024,93.298
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_RUR,Rural,2024,53.851
ROU,Romania,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_F,Female,GEO_COV_URB,Urban,2024,39.447
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_NAT,National,2024,3179.14
BRA,Brazil,A,Annual,EIP_WDIS_NB,Discouraged jobseekers (previous ILO definition),SEX_T,Total,GEO_COV_RUR,Rural,2024,1129.155
