REF_AREA,REF_AREA_LABEL,FREQ,FREQ_LABEL,MEASURE,MEASURE_LABEL,ECO,ECO_LABEL,OCU,OCU_LABEL,TIME_PERIOD,VALUE
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_TOTAL,Total,OCU_ISCO08_0,0. Armed forces occupations,2024,2.295
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_TOTAL,Total,2024,28.686
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_1,1. Managers,2024,0.088
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_2,2. Professionals,2024,1.511
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_3,3. Technicians and associate professionals,2024,3.183
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_4,4. Clerical support workers,2024,3.056
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_5,5. Service and sales workers,2024,2.838
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,12.26
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_7,7. Craft and related trades workers,2024,1.635
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,1.27
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_AGR,Agriculture,OCU_ISCO08_9,9. Elementary occupations,2024,2.845
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_TOTAL,Total,2024,3762.164
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_1,1. Managers,2024,193.968
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_2,2. Professionals,2024,811.65
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_3,3. Technicians and associate professionals,2024,685.554
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_4,4. Clerical support workers,2024,405.364
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_5,5. Service and sales workers,2024,665.96
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,14.5
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_7,7. Craft and related trades workers,2024,443.094
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,215.283
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_NAG,Non-agriculture,OCU_ISCO08_9,9. Elementary occupations,2024,324.496
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_TOTAL,Total,2024,1040.232
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_1,1. Managers,2024,61.936
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_2,2. Professionals,2024,107.013
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_3,3. Technicians and associate professionals,2024,213.35
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_4,4. Clerical support workers,2024,91.51
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_5,5. Service and sales workers,2024,35.845
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,1.17
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_7,7. Craft and related trades workers,2024,328.669
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,101.15
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_IND,Industry,OCU_ISCO08_9,9. Elementary occupations,2024,99.589
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_TOTAL,Total,2024,2721.932
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_1,1. Managers,2024,132.032
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_2,2. Professionals,2024,704.637
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_3,3. Technicians and associate professionals,2024,472.204
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_4,4. Clerical support workers,2024,313.854
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_5,5. Service and sales workers,2024,630.115
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,13.33
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_7,7. Craft and related trades workers,2024,114.425
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,114.133
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_9,9. Elementary occupations,2024,224.907
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_SECTOR_SER,Services,OCU_ISCO08_0,0. Armed forces occupations,2024,2.295
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_TOTAL,Total,2024,3790.85
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,1695.954
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L2,Skill level 2 ~ medium,2024,1765.26
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_L1,Skill level 1 ~ low,2024,327.341
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_SKILL_X,Not elsewhere classified,2024,2.295
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_TOTAL,Total,2024,28.686
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,4.782
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L2,Skill level 2 ~ medium,2024,21.06
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_SKILL_L1,Skill level 1 ~ low,2024,2.845
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_TOTAL,Total,2024,679.595
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,270.997
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L2,Skill level 2 ~ medium,2024,340.114
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_SKILL_L1,Skill level 1 ~ low,2024,68.483
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_SKILL_TOTAL,Total,2024,302.691
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,84.973
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L2,Skill level 2 ~ medium,2024,193.257
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_SKILL_L1,Skill level 1 ~ low,2024,24.461
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_TOTAL,Total,2024,57.947
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,26.329
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L2,Skill level 2 ~ medium,2024,24.973
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_SKILL_L1,Skill level 1 ~ low,2024,6.645
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_TOTAL,Total,2024,1613.881
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,610.404
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L2,Skill level 2 ~ medium,2024,850.456
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_SKILL_L1,Skill level 1 ~ low,2024,152.726
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_TOTAL,Total,2024,1108.051
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L3-4,Skill levels 3 and 4 ~ high,2024,698.469
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L2,Skill level 2 ~ medium,2024,335.401
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_L1,Skill level 1 ~ low,2024,72.181
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_SKILL_X,Not elsewhere classified,2024,2.0
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_TOTAL,Total,2024,3790.85
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_1,1. Managers,2024,194.055
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_2,2. Professionals,2024,813.162
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_3,3. Technicians and associate professionals,2024,688.737
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_4,4. Clerical support workers,2024,408.42
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_5,5. Service and sales workers,2024,668.798
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,26.76
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_7,7. Craft and related trades workers,2024,444.73
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,216.553
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_9,9. Elementary occupations,2024,327.341
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_TOTAL,Total,OCU_ISCO08_0,0. Armed forces occupations,2024,2.295
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_TOTAL,Total,2024,28.686
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_1,1. Managers,2024,0.088
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_2,2. Professionals,2024,1.511
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_3,3. Technicians and associate professionals,2024,3.183
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_4,4. Clerical support workers,2024,3.056
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_5,5. Service and sales workers,2024,2.838
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,12.26
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_7,7. Craft and related trades workers,2024,1.635
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,1.27
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_AGR,Agriculture,OCU_ISCO08_9,9. Elementary occupations,2024,2.845
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_TOTAL,Total,2024,679.595
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_1,1. Managers,2024,46.675
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_2,2. Professionals,2024,84.95
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_3,3. Technicians and associate professionals,2024,139.373
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_4,4. Clerical support workers,2024,59.473
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_5,5. Service and sales workers,2024,30.632
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,0.918
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_7,7. Craft and related trades workers,2024,175.161
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,73.93
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MAN,Manufacturing,OCU_ISCO08_9,9. Elementary occupations,2024,68.483
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_TOTAL,Total,2024,302.691
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_1,1. Managers,2024,11.253
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_2,2. Professionals,2024,13.074
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_3,3. Technicians and associate professionals,2024,60.645
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_4,4. Clerical support workers,2024,26.073
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_5,5. Service and sales workers,2024,4.411
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_7,7. Craft and related trades workers,2024,143.813
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,18.887
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_CON,Construction,OCU_ISCO08_9,9. Elementary occupations,2024,24.461
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_TOTAL,Total,2024,57.947
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_1,1. Managers,2024,4.008
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_2,2. Professionals,2024,8.989
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_3,3. Technicians and associate professionals,2024,13.333
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_4,4. Clerical support workers,2024,5.963
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_5,5. Service and sales workers,2024,0.801
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_7,7. Craft and related trades workers,2024,9.695
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,8.334
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MEL,"Mining and quarrying; Electricity, gas and water supply",OCU_ISCO08_9,9. Elementary occupations,2024,6.645
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_TOTAL,Total,2024,1613.881
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_1,1. Managers,2024,99.464
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_2,2. Professionals,2024,248.727
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_3,3. Technicians and associate professionals,2024,262.213
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_4,4. Clerical support workers,2024,238.138
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_5,5. Service and sales workers,2024,405.977
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_6,"6. Skilled agricultural, forestry and fishery workers",2024,8.925
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_7,7. Craft and related trades workers,2024,97.045
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_8,"8. Plant and machine operators, and assemblers",2024,100.372
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_MKT,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",OCU_ISCO08_9,9. Elementary occupations,2024,152.726
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_ISCO08_TOTAL,Total,2024,1108.051
AUT,Austria,A,Annual,EES_TEES_NB,Employees,ECO_AGGREGATE_PUB,"Public Administration, Community, Social and other Services and Activities",OCU_ISCO08_1,1. Managers,2024,32.567
